Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total Persons,Total Males,Total Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2308,02,000,State - HIMACHAL PRADESH,Urban,30-34,60982,31981,29001,4217,1814,2403,56765,30167,26598,1313,691,622,1164,670,494,4664,2560,2104,5654,3404,2250,11474,6422,5052,11204,5996,5208,137,69,68,865,593,272,20250,9744,10506,40,18,22
C2308,02,000,State - HIMACHAL PRADESH,Urban,35-39,58691,30324,28367,4896,2029,2867,53795,28295,25500,1301,648,653,1293,687,606,5423,2607,2816,5907,3101,2806,12094,6370,5724,9413,5227,4186,171,45,126,947,670,277,17180,8916,8264,66,24,42
C2308,02,000,State - HIMACHAL PRADESH,Urban,40-44,50925,27132,23793,4904,1953,2951,46021,25179,20842,1051,524,527,1239,677,562,5242,2448,2794,5152,2692,2460,12447,6804,5643,5786,3435,2351,255,59,196,1073,723,350,13705,7786,5919,71,31,40
C2308,02,000,State - HIMACHAL PRADESH,Urban,45-49,44335,24153,20182,4790,1822,2968,39545,22331,17214,880,433,447,1283,682,601,5106,2356,2750,4561,2399,2162,11044,6331,4713,3799,2277,1522,243,74,169,980,672,308,11600,7080,4520,49,27,22
C2308,02,000,State - HIMACHAL PRADESH,Urban,50-54,35276,19932,15344,4093,1490,2603,31183,18442,12741,756,344,412,982,510,472,3963,1823,2140,3443,1923,1520,8599,5245,3354,2912,1829,1083,236,84,152,895,667,228,9340,5984,3356,57,33,24
C2308,02,000,State - HIMACHAL PRADESH,Urban,55-59,26767,15247,11520,3450,1119,2331,23317,14128,9189,542,265,277,705,333,372,3020,1373,1647,2454,1336,1118,6158,3776,2382,2098,1327,771,204,56,148,642,467,175,7443,5166,2277,51,29,22
C2308,02,000,State - HIMACHAL PRADESH,Urban,60-64,19109,10133,8976,3666,1096,2570,15443,9037,6406,415,185,230,618,291,327,2147,934,1213,1696,906,790,3995,2354,1641,1219,794,425,125,39,86,680,343,337,4515,3172,1343,33,19,14
C2308,02,000,State - HIMACHAL PRADESH,Urban,65-69,12511,6437,6074,2803,777,2026,9708,5660,4048,277,126,151,478,201,277,1485,600,885,1147,541,606,2659,1730,929,607,388,219,95,29,66,520,268,252,2409,1762,647,31,15,16
C2308,02,000,State - HIMACHAL PRADESH,Urban,70-74,9655,4869,4786,2879,811,2068,6776,4058,2718,239,97,142,441,184,257,1152,443,709,843,409,434,1833,1317,516,262,194,68,97,22,75,298,173,125,1585,1205,380,26,14,12
C2308,02,000,State - HIMACHAL PRADESH,Urban,75-79,5748,2879,2869,1891,525,1366,3857,2354,1503,139,66,73,314,127,187,818,298,520,545,268,277,909,740,169,133,98,35,68,17,51,126,94,32,790,642,148,15,4,11
C2308,02,000,State - HIMACHAL PRADESH,Urban,80+,6694,3126,3568,2803,825,1978,3891,2301,1590,201,92,109,444,189,255,912,380,532,550,321,229,807,634,173,190,138,52,46,15,31,87,55,32,622,461,161,32,16,16
C2308,02,000,State - HIMACHAL PRADESH,Urban,Age not stated,777,454,323,119,63,56,658,391,267,103,69,34,63,32,31,62,30,32,70,47,23,118,80,38,96,57,39,3,0,3,7,5,2,129,66,63,7,5,2
